Date,Order_ID,Product_ID,Dest. Warehouse, Source Factory,Shipping Time (Expected),Shipping Time (Actual),Delay Risk?,Total No. of Pieces,No. of pieces sold,No. of Pieces Returned,Avg. Batch Rating
2023-05-18,O13077,P017,W004,F001,6,8,Yes,1187,1046,34,3.6
2023-05-18,O13078,P004,W004,F003,6,5,No,926,651,43,4.6
2023-05-18,O13079,P008,W020,F001,3,4,No,524,371,26,3.6
2023-05-18,O13080,P016,W005,F001,4,5,Yes,1606,1073,132,4.8
2023-05-18,O13081,P008,W012,F001,3,3,No,595,394,46,5.0
2023-05-18,O13082,P001,W012,F003,5,6,Yes,975,853,19,4.0
2023-05-18,O13083,P009,W014,F002,4,5,Yes,725,520,41,4.5
2023-05-18,O13084,P017,W010,F001,4,2,No,1280,968,67,4.2
2023-05-18,O13085,P016,W020,F001,3,4,No,1683,1068,126,4.9
2023-05-18,O13086,P007,W014,F005,3,2,No,985,642,73,4.4
2023-05-18,O13087,P017,W016,F001,6,8,Yes,1518,1151,61,4.4
2023-05-18,O13088,P014,W020,F002,6,6,No,1241,284,219,4.9
2023-05-18,O13089,P024,W004,F003,6,5,No,1168,859,60,4.5
2023-05-18,O13090,P019,W009,F002,4,4,No,1162,846,58,3.5
2023-05-18,O13091,P011,W019,F001,4,4,No,1482,1295,32,5.0
2023-05-18,O13092,P002,W011,F003,3,3,No,826,498,52,3.7
2023-05-18,O13093,P003,W017,F005,6,5,No,520,383,24,3.6
2023-05-18,O13094,P003,W004,F005,4,4,No,1248,946,56,3.6
2023-05-18,O13095,P012,W004,F005,4,5,No,1507,1108,84,4.1
2023-05-18,O13096,P005,W020,F005,3,3,No,1781,1127,114,4.9
2023-05-18,O13097,P006,W009,F001,3,2,No,879,578,57,3.9
2023-05-18,O13098,P005,W016,F005,5,6,No,1521,1084,105,3.9
2023-05-18,O13099,P011,W015,F001,5,5,No,1587,1224,89,3.6
2023-05-18,O13100,P004,W006,F003,3,4,Yes,1808,1546,47,4.1
2023-05-18,O13101,P007,W006,F005,4,6,Yes,1553,1193,76,4.4
2023-05-18,O13102,P006,W020,F001,3,4,Yes,1343,898,110,4.8
2023-05-18,O13103,P001,W011,F003,3,3,No,1401,1033,62,4.7
2023-05-18,O13104,P011,W012,F001,3,3,No,949,799,29,4.5
2023-05-18,O13105,P008,W014,F001,3,3,No,1133,732,83,4.0
2023-05-18,O13106,P006,W003,F001,4,4,No,1086,856,36,4.2
2023-05-18,O13107,P014,W014,F002,4,3,No,840,211,112,3.9
2023-05-18,O13108,P009,W006,F002,5,5,No,891,581,56,4.3
2023-05-18,O13109,P014,W005,F002,4,4,No,1744,545,281,4.0
2023-05-18,O13110,P009,W019,F002,6,6,No,660,463,41,4.3
2023-05-18,O13111,P003,W019,F005,4,4,No,1703,1078,140,4.4
2023-05-18,O13112,P001,W004,F003,6,7,Yes,1328,1011,69,4.9
2023-05-18,O13113,P001,W016,F003,5,4,No,1059,794,56,4.9
2023-05-18,O13114,P013,W019,F002,6,7,No,1721,1267,81,5.0
2023-05-18,O13115,P005,W014,F005,3,1,No,689,548,32,4.1
2023-05-18,O13116,P014,W009,F002,4,5,No,1518,519,196,3.8
2023-05-18,O13117,P008,W002,F001,6,7,No,1196,754,85,3.6
2023-05-18,O13118,P001,W010,F003,4,4,No,1228,921,51,4.1
2023-05-18,O13119,P003,W009,F005,6,6,No,1644,1112,99,4.2
2023-05-18,O13120,P015,W014,F005,3,3,No,1686,1250,85,3.9
2023-05-18,O13121,P003,W002,F005,5,5,No,1627,1032,122,4.0
2023-05-18,O13122,P003,W012,F005,3,3,No,611,406,38,4.4
2023-05-18,O13123,P003,W020,F005,3,3,No,1294,780,128,4.6
2023-05-18,O13124,P017,W007,F001,3,3,No,1762,1401,80,3.7
2023-05-18,O13125,P003,W007,F005,3,1,No,1260,992,57,3.9
2023-05-18,O13126,P002,W018,F003,5,3,No,803,563,43,3.7
2023-05-18,O13127,P012,W006,F005,4,4,No,798,548,52,4.0
2023-05-18,O13128,P003,W011,F005,5,7,Yes,1517,1091,96,4.7
2023-05-18,O13129,P004,W017,F003,4,3,No,1432,1264,29,4.8
2023-05-18,O13130,P006,W002,F001,6,6,No,762,575,45,3.9
2023-05-18,O13131,P018,W019,F003,4,5,Yes,849,527,69,4.4
2023-05-18,O13132,P010,W004,F005,4,4,No,817,279,110,4.6
2023-05-18,O13133,P017,W019,F002,6,5,No,1026,908,28,3.9
2023-05-18,O13134,P019,W015,F002,6,8,Yes,642,500,26,3.8
2023-05-18,O13135,P007,W009,F005,6,6,No,1745,1387,89,4.7
2023-05-18,O13136,P004,W015,F003,3,3,No,1918,1605,71,4.5
2023-05-18,O13137,P009,W007,F002,4,4,No,798,632,39,4.8
2023-05-18,O13138,P014,W016,F002,5,6,Yes,1620,510,214,3.7
2023-05-18,O13139,P008,W003,F001,4,4,No,1544,999,116,4.1
2023-05-18,O13140,P010,W002,F005,5,5,No,842,198,106,4.1
2023-05-18,O13141,P005,W015,F005,5,4,No,1434,880,122,4.6
2023-05-18,O13142,P013,W002,F002,3,2,No,1447,1186,51,4.2
2023-05-18,O13143,P006,W007,F001,3,4,No,1389,949,68,4.1
2023-05-18,O13144,P009,W005,F002,4,3,No,1045,806,41,4.0
2023-05-18,O13145,P004,W007,F003,6,7,Yes,1767,1589,40,4.8
2023-05-18,O13146,P010,W019,F005,4,3,No,1421,499,152,5.0
2023-05-18,O13147,P016,W008,F001,3,1,No,841,600,42,4.5
2023-05-18,O13148,P010,W014,F005,3,3,No,713,256,88,4.0
2023-05-18,O13149,P018,W007,F003,6,7,No,1061,698,69,4.2
2023-05-18,O13150,P010,W017,F005,6,7,Yes,1433,382,162,3.8
2023-05-18,O13151,P008,W001,F001,4,4,No,688,532,34,4.6
2023-05-18,O13152,P015,W016,F005,5,5,No,1362,932,89,4.1
2023-05-18,O13153,P006,W014,F001,3,2,No,623,393,34,3.9
2023-05-18,O13154,P024,W011,F001,3,1,No,1280,1037,50,4.5
2023-05-18,O13155,P014,W013,F002,6,7,Yes,609,207,71,4.2
2023-05-18,O13156,P032,W008,F002,4,3,No,1574,1146,82,3.5
2023-05-18,O13157,P006,W013,F001,4,3,No,1187,716,73,3.9
2023-05-18,O13158,P015,W004,F005,4,4,No,1385,974,64,4.5
2023-05-18,O13159,P017,W008,F001,3,4,Yes,1250,875,60,3.5
2023-05-18,O13160,P004,W016,F003,5,6,Yes,1673,1193,112,4.8
2023-05-18,O13161,P015,W008,F005,4,4,No,1652,1077,121,4.1
2023-05-18,O13162,P004,W020,F003,4,5,No,1698,1504,41,4.0
2023-05-18,O13163,P013,W011,F002,6,4,No,1135,815,73,4.8
2023-05-18,O13164,P009,W018,F002,3,4,Yes,910,623,51,4.5
2023-05-18,O13165,P008,W006,F001,3,4,Yes,1727,1184,86,4.4
2023-05-18,O13166,P014,W002,F002,3,4,Yes,805,305,124,4.4
2023-05-18,O13167,P013,W014,F002,4,5,Yes,1522,1156,59,4.9
2023-05-18,O13168,P009,W004,F002,3,3,No,753,543,44,4.7
2023-05-18,O13169,P006,W006,F001,3,3,No,1675,1218,93,4.8
2023-05-18,O13170,P011,W016,F001,6,7,Yes,1706,1437,52,4.1
2023-05-18,O13171,P014,W015,F002,6,5,No,674,204,95,4.5
2023-05-18,O13172,P010,W008,F005,4,5,Yes,846,268,96,4.8
2023-05-18,O13173,P011,W002,F001,6,6,No,1351,1153,42,3.7
2023-05-18,O13174,P006,W016,F001,6,8,Yes,1453,1108,72,4.6
2023-05-18,O13175,P016,W019,F001,4,3,No,1744,1365,82,4.1
2023-05-18,O13176,P019,W012,F002,5,5,No,524,383,33,3.5
2023-05-18,O13177,P012,W001,F005,3,4,No,1146,725,95,4.7
2023-05-18,O13178,P014,W003,F002,3,3,No,1562,507,173,3.9
2023-05-18,O13179,P014,W001,F002,4,3,No,1279,474,161,4.7
2023-05-18,O13180,P001,W008,F003,4,5,Yes,1312,1166,30,4.2
2023-05-18,O13181,P008,W004,F001,6,8,Yes,1390,971,94,3.8
2023-05-18,O13182,P019,W011,F002,6,6,No,646,462,28,4.5
2023-05-18,O13183,P018,W001,F003,3,4,Yes,1698,1050,117,4.0
2023-05-18,O13184,P013,W003,F002,3,3,No,905,740,26,4.6
2023-05-18,O13185,P012,W008,F005,4,3,No,756,597,39,4.9
2023-05-18,O13186,P002,W013,F004,5,5,No,1048,714,60,4.5
2023-05-18,O13187,P004,W018,F003,5,5,No,1661,1391,48,4.5
2023-05-18,O13188,P006,W020,F002,6,4,No,1364,973,84,4.3
2023-05-18,O13189,P004,W008,F003,4,3,No,1039,783,48,5.0
2023-05-18,O13190,P012,W007,F005,3,4,Yes,1615,1093,89,4.4
2023-05-18,O13191,P008,W009,F001,3,2,No,1198,813,70,4.2
2023-05-18,O13192,P018,W017,F003,4,4,No,574,454,28,3.8
2023-05-18,O13193,P010,W016,F005,5,5,No,822,239,121,4.3
2023-05-18,O13194,P016,W017,F001,5,4,No,1707,1091,144,4.2
2023-05-18,O13195,P003,W005,F005,6,6,No,1324,1044,64,4.3
2023-05-18,O13196,P015,W005,F005,6,7,No,747,491,45,4.8
2023-05-18,O13197,P017,W012,F001,3,4,No,930,742,32,4.1
2023-05-18,O13198,P030,W015,F005,5,5,No,1003,701,67,4.1
2023-05-18,O13199,P003,W015,F005,5,6,Yes,1193,924,55,4.7
2023-05-18,O13200,P004,W012,F003,5,3,No,1196,962,55,3.7
2023-05-18,O13201,P014,W019,F002,6,6,No,1588,380,207,4.8
2023-05-18,O13202,P010,W018,F005,4,4,No,715,266,69,3.8
2023-05-19,O13203,P010,W001,F005,3,3,No,546,142,63,4.1
2023-05-19,O13204,P024,W004,F003,6,6,No,1026,889,21,4.6
2023-05-19,O13205,P015,W006,F005,4,4,No,1150,785,86,3.8
2023-05-19,O13206,P010,W005,F005,6,6,No,744,296,97,4.7
2023-05-19,O13207,P004,W013,F003,4,5,Yes,1608,1130,113,4.7
2023-05-19,O13208,P005,W011,F005,5,5,No,1556,1240,56,4.3
2023-05-19,O13209,P008,W009,F001,3,5,Yes,1438,897,110,4.5
2023-05-19,O13210,P018,W015,F003,3,4,Yes,969,767,42,5.0
2023-05-19,O13211,P013,W004,F002,3,4,Yes,1301,1116,37,4.8
2023-05-19,O13212,P016,W012,F005,3,3,No,1266,857,63,4.5
2023-05-19,O13213,P002,W002,F003,6,5,No,1300,781,113,4.4
2023-05-19,O13214,P005,W004,F005,4,5,Yes,634,453,39,4.3
2023-05-19,O13215,P012,W014,F005,3,1,No,932,742,36,4.9
2023-05-19,O13216,P001,W005,F003,3,4,Yes,1507,1280,39,4.2
2023-05-19,O13217,P010,W016,F005,5,4,No,1149,331,141,4.7
2023-05-19,O13218,P018,W013,F003,4,5,Yes,1480,1181,50,4.3
2023-05-19,O13219,P003,W002,F005,5,6,Yes,988,715,51,4.8
2023-05-19,O13220,P010,W015,F005,5,5,No,1008,330,130,3.8
2023-05-19,O13221,P003,W006,F005,4,4,No,1041,703,73,4.6
2023-05-19,O13222,P018,W010,F003,4,6,Yes,1727,1042,118,3.9
2023-05-19,O13223,P018,W003,F003,4,3,No,1029,804,40,4.3
2023-05-19,O13224,P016,W004,F001,6,5,No,1659,1043,127,4.4
2023-05-19,O13225,P016,W009,F001,3,3,No,1391,930,74,3.7
2023-05-19,O13226,P018,W018,F003,5,5,No,1031,729,70,4.8
2023-05-19,O13227,P005,W010,F005,4,5,Yes,1726,1167,118,3.9
2023-05-19,O13228,P001,W018,F003,5,5,No,1267,1063,38,3.8
2023-05-19,O13229,P012,W009,F005,6,6,No,815,569,45,4.4
2023-05-19,O13230,P013,W016,F002,5,4,No,1321,1045,68,3.6
2023-05-19,O13231,P013,W001,F002,4,2,No,1486,1207,64,4.7
2023-05-19,O13232,P001,W017,F003,4,5,No,1050,792,45,4.6
2023-05-19,O13233,P010,W014,F005,3,4,Yes,1107,392,113,3.6
2023-05-19,O13234,P005,W002,F005,5,5,No,545,424,25,4.2
2023-05-19,O13235,P011,W011,F001,3,4,No,1675,1315,76,4.8
2023-05-19,O13236,P001,W006,F003,3,4,No,1410,1083,67,3.7
2023-05-19,O13237,P009,W006,F002,5,5,No,1331,1016,62,3.9
2023-05-19,O13238,P009,W016,F002,5,5,No,902,631,58,3.8
2023-05-19,O13239,P006,W006,F001,3,4,No,1275,781,106,4.0
2023-05-19,O13240,P007,W014,F005,3,3,No,1342,973,62,4.1
2023-05-19,O13241,P007,W011,F005,5,5,No,1403,848,114,4.0
2023-05-19,O13242,P016,W013,F001,4,4,No,1642,1146,112,3.8
2023-05-19,O13243,P001,W014,F003,5,4,No,1224,1036,36,3.9
2023-05-19,O13244,P011,W010,F001,4,5,Yes,1905,1490,100,4.2
2023-05-19,O13245,P010,W013,F005,6,8,Yes,791,204,100,4.0
2023-05-19,O13246,P009,W020,F002,6,5,No,627,414,33,4.9
2023-05-19,O13247,P016,W001,F001,4,5,Yes,1713,1146,109,4.2
2023-05-19,O13248,P019,W020,F002,6,8,Yes,1721,1295,74,4.8
2023-05-19,O13249,P017,W008,F001,3,3,No,1281,1059,46,4.3
2023-05-19,O13250,P009,W005,F002,4,5,Yes,1651,1041,124,3.6
2023-05-19,O13251,P008,W007,F001,3,3,No,1172,925,40,4.6
2023-05-19,O13252,P009,W019,F002,6,7,No,1460,991,114,4.2
2023-05-19,O13253,P010,W010,F005,4,3,No,511,138,62,4.8
2023-05-19,O13254,P003,W005,F005,6,6,No,1755,1330,94,5.0
2023-05-19,O13255,P006,W001,F001,4,3,No,1283,851,85,4.9
2023-05-19,O13256,P006,W011,F001,3,3,No,1635,1123,93,4.2
2023-05-19,O13257,P007,W009,F005,6,7,Yes,707,504,30,4.8
2023-05-19,O13258,P011,W014,F001,3,3,No,1688,1259,98,4.5
2023-05-19,O13259,P014,W015,F002,6,6,No,1683,583,185,4.6
2023-05-19,O13260,P019,W012,F002,5,5,No,1475,1150,53,3.8
2023-05-19,O13261,P002,W012,F003,5,4,No,668,504,29,4.9
2023-05-19,O13262,P003,W004,F005,4,3,No,1458,984,74,3.7
2023-05-19,O13263,P010,W020,F005,3,3,No,1028,340,138,3.7
2023-05-19,O13264,P017,W017,F001,5,7,Yes,1966,1670,72,4.3
2023-05-19,O13265,P014,W011,F002,6,5,No,1319,346,221,3.8
2023-05-19,O13266,P007,W003,F005,5,4,No,943,621,70,3.7
2023-05-19,O13267,P008,W005,F001,4,4,No,809,499,57,3.8
2023-05-19,O13268,P011,W001,F001,4,2,No,925,785,30,3.9
2023-05-19,O13269,P011,W009,F001,3,4,Yes,1682,1257,100,4.2
2023-05-19,O13270,P013,W015,F002,6,6,No,1021,837,32,4.5
2023-05-19,O13271,P009,W015,F002,6,5,No,529,376,37,4.5
2023-05-19,O13272,P002,W010,F003,4,5,Yes,1691,1086,93,4.1
2023-05-19,O13273,P015,W001,F005,3,2,No,1414,855,86,3.8
2023-05-19,O13274,P015,W013,F005,6,5,No,631,395,43,4.2
2023-05-19,O13275,P014,W013,F002,6,6,No,936,196,130,4.2
2023-05-19,O13276,P007,W015,F005,5,3,No,575,450,19,3.9
2023-05-19,O13277,P003,W015,F005,5,3,No,972,652,74,4.6
2023-05-19,O13278,P006,W012,F001,3,4,No,1368,919,82,3.5
2023-05-19,O13279,P018,W014,F003,5,6,Yes,1313,1010,61,3.9
2023-05-19,O13280,P008,W008,F001,3,3,No,1694,1233,85,4.6
2023-05-19,O13281,P004,W011,F003,3,4,No,1242,916,49,4.0
2023-05-19,O13282,P008,W017,F001,5,6,Yes,1556,1136,90,4.2
2023-05-19,O13283,P016,W005,F001,4,4,No,1521,1181,69,3.6
2023-05-19,O13284,P006,W016,F001,6,7,Yes,1544,970,101,5.0
2023-05-19,O13285,P012,W020,F005,3,2,No,1618,1237,89,4.2
2023-05-19,O13286,P015,W016,F005,5,7,No,1755,1090,165,4.3
2023-05-19,O13287,P005,W019,F005,4,4,No,1116,781,55,4.8
2023-05-19,O13288,P008,W001,F001,4,4,No,959,622,69,4.8
2023-05-19,O13289,P018,W012,F003,5,6,No,603,408,29,3.8
2023-05-19,O13290,P011,W015,F001,5,6,Yes,1406,1052,61,3.9
2023-05-19,O13291,P011,W002,F001,6,6,No,1628,1298,80,4.1
2023-05-19,O13292,P014,W005,F002,4,3,No,1656,391,290,4.2
2023-05-19,O13293,P012,W005,F005,6,8,Yes,1740,1060,155,4.0
2023-05-19,O13294,P015,W011,F005,5,6,No,1773,1418,87,4.5
2023-05-19,O13295,P006,W014,F001,3,2,No,964,626,83,4.1
2023-05-19,O13296,P003,W017,F005,6,6,No,1766,1156,111,4.5
2023-05-19,O13297,P015,W018,F005,4,5,Yes,692,425,55,4.3
2023-05-19,O13298,P017,W006,F001,3,5,Yes,1439,1021,72,4.2
2023-05-19,O13299,P004,W004,F003,6,8,Yes,1524,1168,54,4.0
2023-05-19,O13300,P003,W007,F005,3,5,Yes,500,387,27,4.2
2023-05-19,O13301,P017,W020,F001,3,1,No,1108,946,29,3.6
2023-05-19,O13302,P006,W004,F001,6,5,No,810,550,40,3.5
2023-05-19,O13303,P019,W013,F002,6,5,No,1423,1051,63,4.9
2023-05-19,O13304,P019,W009,F002,4,2,No,1037,716,50,4.5
2023-05-19,O13305,P002,W006,F003,3,5,Yes,1390,967,67,3.6
2023-05-19,O13306,P013,W006,F002,5,6,No,1761,1563,48,4.9
2023-05-19,O13307,P003,W010,F005,4,4,No,1513,1189,64,4.1
2023-05-19,O13308,P022,W009,F003,4,4,No,1507,1188,77,4.4
2023-05-19,O13309,P002,W004,F003,6,7,Yes,1793,1193,98,4.6
2023-05-19,O13310,P012,W011,F005,5,6,Yes,1520,1189,61,4.7
2023-05-19,O13311,P011,W006,F001,3,3,No,1238,1072,40,4.9
2023-05-19,O13312,P005,W001,F005,3,2,No,1778,1204,138,4.1
2023-05-19,O13313,P012,W008,F005,4,6,No,1583,1113,109,4.8
2023-05-19,O13314,P014,W007,F002,4,4,No,1373,508,190,4.7
2023-05-19,O13315,P003,W014,F005,3,3,No,1609,995,131,4.5
2023-05-19,O13316,P009,W001,F002,4,3,No,624,428,39,4.6
2023-05-19,O13317,P010,W007,F005,3,3,No,1747,469,274,3.7
2023-05-19,O13318,P004,W010,F003,4,4,No,1576,1344,52,4.5
2023-05-19,O13319,P009,W018,F002,3,2,No,555,388,33,3.8
2023-05-19,O13320,P015,W004,F005,4,5,Yes,1408,1116,68,4.9
2023-05-19,O13321,P002,W001,F003,3,3,No,1062,796,65,4.9
2023-05-19,O13322,P014,W009,F002,4,5,Yes,1538,545,176,3.5
2023-05-19,O13323,P015,W003,F005,5,6,No,1789,1235,101,3.8
2023-05-19,O13324,P014,W002,F002,3,3,No,894,214,111,4.9
2023-05-19,O13325,P009,W010,F002,6,8,Yes,1622,988,109,4.1
2023-05-19,O13326,P009,W007,F002,4,4,No,728,484,43,4.7
2023-05-19,O13327,P006,W018,F001,3,3,No,1054,635,87,4.5
2023-05-19,O13328,P008,W014,F001,3,3,No,1104,772,55,3.8
2023-05-19,O13329,P005,W020,F005,3,3,No,858,544,74,3.7
2023-05-19,O13330,P001,W009,F003,4,5,Yes,1876,1590,55,4.2
2023-05-19,O13331,P003,W008,F005,4,5,Yes,1106,681,98,5.0
2023-05-19,O13332,P002,W017,F003,4,6,Yes,1177,892,49,4.8
2023-05-19,O13333,P004,W015,F003,3,3,No,1491,1177,69,3.7
2023-05-19,O13334,P018,W011,F003,3,2,No,929,739,38,3.8
2023-05-19,O13335,P002,W005,F003,3,3,No,559,436,27,4.9
2023-05-19,O13336,P006,W009,F001,3,5,Yes,1525,1124,62,3.8
2023-05-19,O13337,P010,W017,F005,6,6,No,965,282,113,4.9
2023-05-19,O13338,P014,W014,F002,4,4,No,993,303,156,3.8
2023-05-19,O13339,P019,W008,F002,4,5,No,1084,835,47,4.2
2023-05-19,O13340,P005,W012,F005,3,2,No,1350,859,122,4.9
2023-05-19,O13341,P001,W015,F003,3,2,No,1238,951,68,3.6
2023-05-19,O13342,P001,W002,F003,6,8,No,1280,948,59,4.5
2023-05-19,O13343,P014,W016,F002,5,4,No,1782,629,204,3.9
2023-05-19,O13344,P016,W020,F001,3,2,No,1220,857,70,4.2
2023-05-19,O13345,P006,W002,F001,6,6,No,1446,1057,69,4.7
2023-05-19,O13346,P008,W011,F001,3,4,Yes,1666,1232,85,3.8
2023-05-19,O13347,P013,W020,F002,6,7,Yes,1071,897,28,3.5
2023-05-19,O13348,P010,W004,F005,4,3,No,624,157,94,3.6
2023-05-19,O13349,P002,W007,F003,6,7,Yes,1133,775,63,4.5
2023-05-19,O13350,P001,W020,F003,4,2,No,1328,947,83,3.7
2023-05-19,O13351,P002,W011,F003,3,3,No,853,636,46,3.9
2023-05-19,O13352,P005,W005,F001,4,4,No,1497,1180,51,4.4
2023-05-19,O13353,P003,W018,F005,4,3,No,713,487,48,4.7
2023-05-19,O13354,P009,W002,F002,3,1,No,640,395,50,4.9
2023-05-19,O13355,P006,W015,F001,5,5,No,713,528,37,4.1
2023-05-19,O13356,P015,W015,F005,5,4,No,1044,731,68,4.3
2023-05-19,O13357,P017,W016,F001,6,6,No,1679,1475,31,3.9
2023-05-19,O13358,P017,W010,F001,4,3,No,1427,1003,64,4.9
2023-05-19,O13359,P015,W005,F005,6,6,No,1041,812,43,4.1
2023-05-19,O13360,P007,W013,F005,6,8,Yes,1513,1011,125,4.3
2023-05-19,O13361,P001,W003,F003,4,2,No,1016,757,42,4.9
2023-05-19,O13362,P015,W009,F005,6,7,Yes,527,405,27,3.8
2023-05-19,O13363,P007,W018,F005,4,5,No,1563,1054,108,3.9
2023-05-19,O13364,P006,W020,F002,6,7,Yes,792,518,42,4.7
2023-05-19,O13365,P014,W019,F002,6,6,No,722,275,90,4.7
2023-05-19,O13366,P002,W014,F003,5,5,No,1612,1014,124,3.8
2023-05-19,O13367,P014,W001,F002,4,3,No,1791,498,197,4.4
2023-05-19,O13368,P008,W013,F001,4,4,No,1799,1253,95,4.2
2023-05-19,O13369,P006,W003,F001,4,6,Yes,785,572,32,4.8
2023-05-19,O13370,P001,W011,F003,3,3,No,1619,1294,48,4.0
2023-05-19,O13371,P005,W015,F005,5,3,No,949,577,88,3.7
2023-05-19,O13372,P018,W001,F003,3,4,Yes,895,632,56,4.2
2023-05-19,O13373,P018,W017,F003,4,3,No,562,443,17,5.0
2023-05-19,O13374,P009,W013,F002,6,7,No,723,560,38,3.6
2023-05-19,O13375,P004,W014,F003,5,5,No,903,790,19,3.9
2023-05-19,O13376,P003,W016,F005,5,6,Yes,869,528,80,3.7
2023-05-19,O13377,P016,W006,F001,3,4,No,856,646,44,4.8
2023-05-19,O13378,P016,W011,F001,3,1,No,1127,858,65,4.9
2023-05-19,O13379,P009,W012,F002,5,5,No,1742,1166,117,3.9
2023-05-19,O13380,P012,W013,F005,6,4,No,1113,777,55,4.9
2023-05-19,O13381,P002,W015,F003,3,3,No,1637,1021,94,3.8
2023-05-19,O13382,P016,W003,F001,4,2,No,555,360,43,5.0
2023-05-19,O13383,P008,W002,F001,6,6,No,686,426,45,4.1
2023-05-19,O13384,P007,W020,F005,3,3,No,1549,1009,132,3.8
2023-05-19,O13385,P007,W008,F005,4,4,No,1451,1010,103,3.8
2023-05-19,O13386,P010,W018,F005,4,4,No,1488,334,204,4.0
2023-05-19,O13387,P001,W001,F003,3,4,No,1921,1630,70,4.8
2023-05-19,O13388,P011,W018,F001,3,4,Yes,987,849,25,3.9
2023-05-19,O13389,P005,W018,F005,4,4,No,806,597,37,4.5
2023-05-19,O13390,P012,W001,F005,3,3,No,1373,998,93,3.8
2023-05-19,O13391,P011,W012,F001,3,1,No,1500,1258,40,4.0
2023-05-19,O13392,P012,W015,F005,5,7,Yes,1487,953,120,4.1
2023-05-19,O13393,P011,W008,F001,3,4,Yes,1763,1425,66,4.8
2023-05-19,O13394,P009,W008,F002,4,3,No,1747,1378,91,4.4
2023-05-19,O13395,P001,W004,F003,6,6,No,1740,1418,75,4.1
2023-05-19,O13396,P002,W019,F003,4,3,No,749,500,59,4.9
2023-05-19,O13397,P017,W019,F002,6,5,No,1190,883,71,5.0
2023-05-19,O13398,P012,W006,F005,4,4,No,1774,1365,83,3.7
2023-05-19,O13399,P009,W014,F002,4,3,No,582,452,20,4.0
2023-05-19,O13400,P011,W013,F001,4,3,No,1087,885,41,4.9
2023-05-19,O13401,P010,W019,F005,4,3,No,1079,393,105,3.8
2023-05-19,O13402,P014,W010,F002,6,5,No,1542,571,190,3.8
2023-05-19,O13403,P006,W013,F001,4,5,Yes,1756,1230,116,3.6
2023-05-19,O13404,P014,W004,F002,3,4,Yes,604,201,76,3.5
2023-05-19,O13405,P017,W019,F001,4,6,No,1664,1248,100,3.6
2023-05-19,O13406,P003,W003,F005,5,5,No,1508,966,94,4.1
2023-05-19,O13407,P006,W019,F001,4,5,Yes,723,484,56,3.7
2023-05-19,O13408,P004,W020,F003,4,5,Yes,1753,1485,40,4.1
2023-05-19,O13409,P006,W007,F001,3,3,No,1153,755,81,4.2
2023-05-19,O13410,P012,W004,F005,4,4,No,1599,1208,83,3.6
2023-05-19,O13411,P003,W019,F005,4,4,No,923,649,63,4.7
2023-05-19,O13412,P003,W009,F005,6,7,Yes,678,496,43,3.7
2023-05-19,O13413,P019,W011,F002,6,6,No,718,536,27,4.2
2023-05-19,O13414,P002,W013,F004,5,7,Yes,883,623,53,3.8
2023-05-19,O13415,P008,W010,F001,4,3,No,1427,1059,73,3.6
2023-05-19,O13416,P017,W002,F001,6,5,No,1649,1353,73,3.7
2023-05-19,O13417,P010,W002,F005,5,4,No,1435,433,157,4.4
2023-05-19,O13418,P012,W018,F005,4,5,Yes,1151,720,101,3.9
2023-05-19,O13419,P014,W003,F002,3,3,No,1071,214,185,4.5
2023-05-19,O13420,P011,W020,F001,3,3,No,994,880,25,4.5
2023-05-19,O13421,P011,W003,F001,4,6,Yes,1125,924,32,4.1
2023-05-19,O13422,P003,W001,F005,3,4,Yes,620,391,36,4.6
2023-05-19,O13423,P011,W007,F001,3,4,Yes,1655,1180,95,4.5
2023-05-19,O13424,P005,W017,F005,6,5,No,848,672,40,4.0
2023-05-19,O13425,P018,W009,F003,4,4,No,1590,1191,80,3.7
2023-05-19,O13426,P014,W006,F002,5,4,No,906,340,122,4.3
2023-05-19,O13427,P014,W020,F002,6,6,No,1529,317,196,4.0
2023-05-19,O13428,P012,W019,F005,4,5,Yes,1779,1088,116,3.9
2023-05-19,O13429,P016,W015,F001,5,5,No,977,641,55,4.1
2023-05-19,O13430,P013,W009,F002,4,4,No,1240,1096,25,3.6
2023-05-19,O13431,P002,W008,F003,4,6,Yes,1086,795,50,4.9
2023-05-19,O13432,P001,W019,F003,4,3,No,1213,1081,27,4.6
2023-05-19,O13433,P009,W017,F002,6,5,No,693,536,27,3.8
2023-05-19,O13434,P002,W020,F003,4,4,No,1364,1061,57,4.7
2023-05-19,O13435,P021,W010,F001,4,4,No,1224,860,89,4.3
2023-05-19,O13436,P001,W007,F003,6,8,Yes,1515,1263,48,3.6
2023-05-19,O13437,P013,W003,F002,3,1,No,1136,936,44,3.6
2023-05-19,O13438,P004,W008,F003,4,6,Yes,1964,1733,51,3.9
2023-05-19,O13439,P004,W018,F003,5,6,Yes,1073,753,56,4.2
2023-05-19,O13440,P001,W008,F003,4,4,No,1720,1324,72,4.2
2023-05-19,O13441,P006,W008,F001,3,3,No,582,365,42,4.9
2023-05-19,O13442,P017,W011,F001,3,3,No,1293,994,52,4.7
2023-05-19,O13443,P013,W007,F002,4,6,No,1235,986,48,3.5
2023-05-19,O13444,P013,W019,F002,6,5,No,1114,853,41,4.2
2023-05-19,O13445,P013,W008,F002,4,5,Yes,1024,901,27,4.4
